,0,1,2,3,4,5
299,2019-04-01 00:02:09.570,1.5775299999999999,1.5777999999999999,0.0,0.0,134
300,2019-04-01 00:02:09.773,1.57754,1.57783,0.0,0.0,134
301,2019-04-01 00:02:09.865,1.57755,1.57783,0.0,0.0,130
302,2019-04-01 00:02:10.271,1.57755,1.57781,0.0,0.0,4
303,2019-04-01 00:02:11.796,1.57755,1.57782,0.0,0.0,4
304,2019-04-01 00:02:13.665,1.57755,1.5778400000000001,0.0,0.0,4
305,2019-04-01 00:02:13.763,1.57755,1.57785,0.0,0.0,4
306,2019-04-01 00:02:13.810,1.5776,1.57786,0.0,0.0,134
307,2019-04-01 00:02:13.905,1.5776,1.57789,0.0,0.0,4
308,2019-04-01 00:02:15.096,1.57758,1.57789,0.0,0.0,130
309,2019-04-01 00:02:18.187,1.57758,1.5778699999999999,0.0,0.0,4
310,2019-04-01 00:02:20.391,1.57759,1.5778699999999999,0.0,0.0,130
311,2019-04-01 00:02:20.716,1.57759,1.57788,0.0,0.0,4
312,2019-04-01 00:02:22.852,1.5776,1.57788,0.0,0.0,130
313,2019-04-01 00:02:23.454,1.57756,1.5778699999999999,0.0,0.0,134
314,2019-04-01 00:02:23.519,1.57754,1.57786,0.0,0.0,134
315,2019-04-01 00:02:23.572,1.57754,1.57783,0.0,0.0,4
316,2019-04-01 00:02:23.714,1.57752,1.57783,0.0,0.0,130
317,2019-04-01 00:02:24.042,1.57754,1.5778400000000001,0.0,0.0,134
318,2019-04-01 00:02:24.775,1.57754,1.57782,0.0,0.0,4
319,2019-04-01 00:02:26.239,1.57755,1.57782,0.0,0.0,130
320,2019-04-01 00:02:26.409,1.57756,1.57782,0.0,0.0,130
321,2019-04-01 00:02:26.773,1.57756,1.57783,0.0,0.0,4
322,2019-04-01 00:02:27.756,1.57756,1.57785,0.0,0.0,4
323,2019-04-01 00:02:28.185,1.57756,1.57783,0.0,0.0,4
324,2019-04-01 00:02:29.361,1.57756,1.5778400000000001,0.0,0.0,4
325,2019-04-01 00:02:30.269,1.57756,1.57785,0.0,0.0,4
326,2019-04-01 00:02:37.373,1.57756,1.57783,0.0,0.0,4
327,2019-04-01 00:02:37.877,1.57756,1.57781,0.0,0.0,4
328,2019-04-01 00:02:38.598,1.57756,1.57779,0.0,0.0,4
329,2019-04-01 00:02:39.876,1.57756,1.5777999999999999,0.0,0.0,4
330,2019-04-01 00:02:41.228,1.57755,1.5777999999999999,0.0,0.0,130
331,2019-04-01 00:02:41.297,1.57754,1.57778,0.0,0.0,134
332,2019-04-01 00:02:41.347,1.57747,1.57772,0.0,0.0,134
333,2019-04-01 00:02:41.400,1.57745,1.57772,0.0,0.0,130
334,2019-04-01 00:02:41.518,1.57743,1.57769,0.0,0.0,134
335,2019-04-01 00:02:41.629,1.5773899999999998,1.57767,0.0,0.0,134
336,2019-04-01 00:02:41.840,1.5773899999999998,1.5776599999999998,0.0,0.0,4
337,2019-04-01 00:02:42.565,1.5773899999999998,1.5776400000000002,0.0,0.0,4
338,2019-04-01 00:02:43.140,1.5773700000000002,1.5776400000000002,0.0,0.0,130
339,2019-04-01 00:02:44.088,1.5773700000000002,1.5776599999999998,0.0,0.0,4
340,2019-04-01 00:02:44.133,1.5773700000000002,1.57767,0.0,0.0,4
341,2019-04-01 00:02:44.185,1.57738,1.57767,0.0,0.0,130
342,2019-04-01 00:02:44.260,1.57738,1.57769,0.0,0.0,4
343,2019-04-01 00:02:44.312,1.5773700000000002,1.5777,0.0,0.0,134
344,2019-04-01 00:02:44.511,1.5773700000000002,1.57768,0.0,0.0,4
345,2019-04-01 00:02:44.829,1.57738,1.57768,0.0,0.0,130
346,2019-04-01 00:02:45.011,1.57738,1.57769,0.0,0.0,4
347,2019-04-01 00:02:45.937,1.5773700000000002,1.57769,0.0,0.0,130
348,2019-04-01 00:02:46.053,1.57736,1.57768,0.0,0.0,134
349,2019-04-01 00:02:46.153,1.57734,1.5776599999999998,0.0,0.0,134
350,2019-04-01 00:02:47.153,1.57733,1.57765,0.0,0.0,134
351,2019-04-01 00:02:47.304,1.57735,1.5776599999999998,0.0,0.0,134
352,2019-04-01 00:02:47.444,1.57734,1.5776599999999998,0.0,0.0,130
353,2019-04-01 00:02:47.804,1.57735,1.5776599999999998,0.0,0.0,130
354,2019-04-01 00:02:48.807,1.57735,1.57767,0.0,0.0,4
355,2019-04-01 00:02:49.486,1.57735,1.57765,0.0,0.0,4
356,2019-04-01 00:02:49.561,1.57734,1.57765,0.0,0.0,130
357,2019-04-01 00:02:49.620,1.57734,1.5776599999999998,0.0,0.0,4
358,2019-04-01 00:02:49.685,1.57732,1.5776400000000002,0.0,0.0,134
359,2019-04-01 00:02:49.785,1.57731,1.57763,0.0,0.0,134
360,2019-04-01 00:02:49.869,1.5773000000000001,1.57763,0.0,0.0,130
